geoid (zcta),days_above_90_today,days_above_90_30yrs,change_days_above_90,days_above_100_today,days_above_100_30yrs,change_days_above_100,heatbin_125_today,heatbin_125_30yrs
25405,51,70,19,11,22,11,0.056,0.144
25411,40,59,19,7,15,8,0.033,0.106
25413,52,72,20,12,23,11,0.056,0.144
25414,54,73,19,13,25,12,0.067,0.161
25419,53,72,19,12,23,11,0.056,0.144
25420,46,66,20,9,19,10,0.056,0.144
25422,35,53,18,5,12,7,0.033,0.106
25425,49,69,20,11,22,11,0.067,0.161
25427,48,67,19,10,20,10,0.056,0.144
25428,52,71,19,12,23,11,0.056,0.144
25430,51,70,19,11,22,11,0.067,0.161
25431,39,58,19,6,14,8,0.017,0.106
25432,50,70,20,11,22,11,0.067,0.161
25434,37,55,18,5,13,8,0.017,0.106
25437,36,55,19,5,12,7,0.017,0.106
25438,54,73,19,13,25,12,0.067,0.161
25442,53,72,19,13,24,11,0.067,0.161
25443,52,72,20,12,24,12,0.067,0.161
25444,30,48,18,3,9,6,0.017,0.106
25446,53,72,19,12,24,12,0.067,0.161
25501,49,72,23,8,20,12,0.056,0.172
25502,52,73,21,10,23,13,0.117,0.256
25503,52,74,22,10,23,13,0.117,0.256
25504,56,78,22,11,25,14,0.056,0.194
25505,56,78,22,11,25,14,0.061,0.150
25506,54,76,22,10,23,13,0.056,0.172
25507,54,76,22,11,24,13,0.056,0.150
25508,53,75,22,10,23,13,0.061,0.150
25510,53,75,22,10,23,13,0.056,0.194
25511,46,68,22,7,18,11,0.056,0.150
25512,51,73,22,9,22,13,0.056,0.150
25514,54,76,22,10,23,13,0.056,0.150
25515,53,74,21,11,23,12,0.117,0.256
25517,52,74,22,9,22,13,0.056,0.150
25520,52,74,22,10,23,13,0.056,0.194
25521,51,74,23,9,22,13,0.056,0.172
25523,55,77,22,11,25,14,0.056,0.172
25524,51,73,22,9,21,12,0.056,0.172
25526,52,74,22,10,23,13,0.067,0.217
25529,49,71,22,8,20,12,0.044,0.139
25530,55,77,22,11,25,14,0.056,0.150
25534,48,70,22,8,20,12,0.056,0.150
25535,55,77,22,11,24,13,0.056,0.150
25537,53,76,23,11,24,13,0.056,0.194
25540,52,74,22,10,22,12,0.056,0.172
25541,54,76,22,11,24,13,0.056,0.194
25545,54,76,22,11,24,13,0.056,0.194
25547,44,65,21,6,17,11,0.061,0.150
25550,54,76,22,11,24,13,0.117,0.256
25555,55,77,22,11,24,13,0.056,0.150
25557,52,74,22,9,22,13,0.056,0.172
25559,55,77,22,11,24,13,0.056,0.194
25560,53,75,22,10,23,13,0.067,0.217
25564,51,74,23,9,22,13,0.056,0.172
25565,48,70,22,8,20,12,0.056,0.172
25567,50,73,23,9,21,12,0.056,0.172
25570,54,77,23,11,24,13,0.056,0.150
25571,55,78,23,11,25,14,0.056,0.172
25573,49,71,22,8,20,12,0.056,0.172
25601,51,73,22,9,22,13,0.061,0.150
25606,37,57,20,4,12,8,0.061,0.150
25607,31,51,20,3,10,7,0.061,0.150
25608,35,56,21,3,11,8,0.094,0.239
25611,41,63,22,5,15,10,0.061,0.150
25617,31,51,20,3,10,7,0.061,0.150
25621,44,66,22,6,16,10,0.094,0.239
25624,53,75,22,10,23,13,0.061,0.150
25625,49,71,22,8,20,12,0.061,0.150
25628,42,63,21,5,15,10,0.061,0.150
25630,20,37,17,1,5,4,0.061,0.150
25632,46,67,21,7,18,11,0.061,0.150
25634,39,60,21,4,14,10,0.061,0.150
25635,43,65,22,6,16,10,0.061,0.150
25637,52,74,22,9,22,13,0.061,0.150
25638,35,55,20,3,11,8,0.061,0.150
25639,50,72,22,9,21,12,0.061,0.150
25644,33,54,21,3,11,8,0.061,0.150
25646,49,70,21,8,20,12,0.061,0.150
25647,43,64,21,6,16,10,0.061,0.150
25649,50,72,22,8,21,13,0.061,0.150
25650,40,61,21,4,14,10,0.094,0.239
25651,42,64,22,5,15,10,0.094,0.239
25652,46,68,22,7,19,12,0.061,0.150
25653,52,74,22,9,22,13,0.061,0.150
25654,41,62,21,5,15,10,0.061,0.150
25661,60,83,23,13,28,15,0.094,0.239
25666,44,66,22,6,17,11,0.094,0.239
25669,51,73,22,9,22,13,0.056,0.150
25670,45,67,22,6,17,11,0.094,0.239
25671,43,65,22,6,17,11,0.094,0.239
25672,51,74,23,8,21,13,0.094,0.239
25674,53,75,22,10,23,13,0.056,0.150
25676,52,74,22,9,22,13,0.094,0.239
25678,50,72,22,8,20,12,0.094,0.239
25688,53,76,23,9,22,13,0.094,0.239
25690,38,59,21,4,13,9,0.094,0.239
25692,40,61,21,5,14,9,0.094,0.239
25696,42,64,22,5,15,10,0.094,0.239
25699,43,64,21,6,17,11,0.056,0.150
25701,56,78,22,12,25,13,0.056,0.194
25702,57,79,22,12,26,14,0.056,0.194
25703,58,80,22,12,26,14,0.056,0.194
25704,56,78,22,11,25,14,0.056,0.150
25705,57,79,22,12,26,14,0.056,0.194
25801,11,26,15,0,2,2,0.006,0.017
25810,23,42,19,1,6,5,0.011,0.028
25811,17,34,17,1,4,3,0.006,0.017
25812,33,53,20,3,11,8,0.011,0.033
25813,9,23,14,0,2,2,0.006,0.017
25817,17,34,17,1,4,3,0.006,0.017
25818,13,28,15,0,3,3,0.006,0.017
25820,16,33,17,1,3,2,0.000,0.006
25823,9,23,14,0,2,2,0.006,0.017
25825,7,19,12,0,1,1,0.006,0.017
25826,25,45,20,1,6,5,0.011,0.028
25827,10,25,15,0,2,2,0.006,0.017
25831,7,19,12,0,1,1,0.011,0.033
25832,8,21,13,0,1,1,0.006,0.017
25836,10,24,14,0,2,2,0.006,0.017
25837,23,42,19,1,7,6,0.011,0.033
25839,20,38,18,1,5,4,0.006,0.017
25840,24,43,19,1,7,6,0.011,0.033
25841,13,28,15,0,2,2,0.000,0.006
25843,6,17,11,0,1,1,0.006,0.017
25844,20,38,18,1,4,3,0.006,0.017
25845,22,42,20,1,6,5,0.011,0.028
25846,20,38,18,1,5,4,0.011,0.033
25848,18,35,17,1,4,3,0.011,0.028
25849,13,28,15,0,3,3,0.006,0.017
25853,24,44,20,1,6,5,0.006,0.017
25854,20,37,17,1,5,4,0.011,0.033
25855,20,38,18,1,5,4,0.011,0.033
25857,12,27,15,0,2,2,0.006,0.017
25862,28,48,20,2,9,7,0.011,0.033
25864,12,27,15,1,3,2,0.006,0.017
25865,14,31,17,1,3,2,0.006,0.017
25868,16,32,16,1,4,3,0.011,0.033
25870,26,46,20,1,7,6,0.011,0.028
25871,10,23,13,0,2,2,0.006,0.017
25873,10,23,13,0,2,2,0.006,0.017
25875,19,37,18,1,4,3,0.011,0.028
25876,22,42,20,1,5,4,0.011,0.028
25878,10,25,15,0,2,2,0.006,0.017
25879,25,45,20,2,7,5,0.011,0.033
25880,14,30,16,1,3,2,0.006,0.017
25882,25,46,21,1,7,6,0.011,0.028
25901,23,42,19,1,6,5,0.011,0.033
25902,8,20,12,0,1,1,0.006,0.017
25904,20,38,18,1,5,4,0.011,0.033
25906,15,31,16,1,3,2,0.006,0.017
25907,14,30,16,1,3,2,0.011,0.033
25908,13,29,16,0,3,3,0.006,0.017
25911,10,25,15,0,2,2,0.006,0.017
25913,20,38,18,1,5,4,0.011,0.028
25915,17,35,18,1,4,3,0.006,0.017
25916,20,38,18,1,5,4,0.011,0.028
25917,23,41,18,1,6,5,0.011,0.033
25918,8,21,13,0,2,2,0.006,0.017
25920,20,38,18,1,4,3,0.006,0.017
25921,12,28,16,0,2,2,0.006,0.017
25922,16,34,18,1,3,2,0.000,0.006
25928,16,33,17,1,3,2,0.011,0.028
25932,15,32,17,1,3,2,0.006,0.017
25936,20,38,18,1,5,4,0.011,0.033
25938,26,45,19,2,8,6,0.011,0.033
25942,16,32,16,1,4,3,0.011,0.033
25951,20,39,19,1,5,4,0.006,0.006
25958,5,16,11,0,1,1,0.028,0.078
25962,7,18,11,0,1,1,0.028,0.078
25969,16,33,17,1,3,2,0.006,0.006
25971,16,33,17,1,3,2,0.000,0.006
25972,3,11,8,0,0,0,0.028,0.078
25976,13,28,15,0,3,3,0.011,0.033
25977,28,48,20,2,8,6,0.006,0.006
25978,21,41,20,1,5,4,0.006,0.006
25979,21,40,19,1,5,4,0.006,0.006
25981,4,13,9,0,1,1,0.028,0.078
25984,10,24,14,0,2,2,0.028,0.078
25985,11,26,15,0,2,2,0.006,0.006
25989,7,19,12,0,1,1,0.006,0.017
26003,28,46,18,3,10,7,0.011,0.028
26030,25,43,18,3,8,5,0.011,0.039
26031,30,48,18,3,10,7,0.017,0.028
26032,26,45,19,3,9,6,0.011,0.039
26033,28,46,18,3,9,6,0.017,0.028
26034,28,47,19,3,10,7,0.017,0.067
26035,28,46,18,3,10,7,0.011,0.039
26036,26,43,17,2,8,6,0.017,0.028
26037,30,49,19,4,11,7,0.011,0.039
26038,31,50,19,4,11,7,0.017,0.028
26039,28,47,19,3,9,6,0.017,0.028
26040,30,49,19,3,10,7,0.017,0.028
26041,33,52,19,4,12,8,0.017,0.028
26047,30,49,19,4,11,7,0.017,0.067
26050,31,51,20,4,12,8,0.017,0.067
26055,30,49,19,3,10,7,0.017,0.028
26056,28,47,19,3,10,7,0.017,0.067
26059,25,42,17,2,8,6,0.011,0.028
26060,24,41,17,2,7,5,0.011,0.028
26062,29,48,19,4,10,6,0.017,0.067
26070,28,47,19,3,10,7,0.011,0.039
26074,23,40,17,2,7,5,0.011,0.028
26075,25,42,17,3,8,5,0.011,0.039
26101,49,69,20,9,21,12,0.072,0.167
26104,47,68,21,9,20,11,0.072,0.167
26105,45,66,21,8,19,11,0.072,0.167
26133,48,69,21,9,20,11,0.072,0.167
26134,41,61,20,6,17,11,0.039,0.078
26136,47,69,22,8,19,11,0.067,0.117
26137,44,66,22,7,18,11,0.067,0.117
26138,44,66,22,8,18,10,0.111,0.161
26141,48,70,22,9,20,11,0.111,0.161
26142,47,69,22,9,20,11,0.072,0.167
26143,49,70,21,9,20,11,0.111,0.161
26146,37,57,20,5,14,9,0.017,0.044
26147,47,69,22,8,19,11,0.067,0.117
26148,44,66,22,7,18,11,0.083,0.117
26149,36,57,21,5,13,8,0.017,0.044
26150,48,69,21,9,20,11,0.072,0.167
26151,46,67,21,7,18,11,0.067,0.117
26152,46,68,22,8,19,11,0.067,0.117
26155,34,54,20,4,12,8,0.011,0.022
26159,34,54,20,4,12,8,0.011,0.022
26160,50,72,22,10,21,11,0.111,0.161
26161,44,65,21,7,18,11,0.083,0.117
26164,53,74,21,10,22,12,0.094,0.233
26167,36,56,20,4,13,9,0.011,0.022
26169,48,69,21,9,20,11,0.072,0.167
26170,39,60,21,6,16,10,0.039,0.078
26175,36,56,20,5,13,8,0.017,0.044
26178,43,65,22,7,17,10,0.083,0.117
26180,45,66,21,8,19,11,0.072,0.167
26181,46,67,21,8,19,11,0.072,0.167
26184,42,63,21,7,17,10,0.072,0.167
26187,43,64,21,7,18,11,0.072,0.167
26201,25,44,19,2,8,6,0.022,0.028
26202,9,23,14,0,2,2,0.011,0.033
26203,20,38,18,1,5,4,0.011,0.011
26205,15,31,16,1,4,3,0.011,0.033
26206,13,27,14,0,3,3,0.011,0.011
26208,13,27,14,0,3,3,0.011,0.011
26209,1,5,4,0,0,0,0.017,0.039
26215,18,35,17,1,5,4,0.022,0.028
26217,21,39,18,1,6,5,0.011,0.011
26218,18,34,16,1,5,4,0.022,0.028
26222,17,33,16,1,5,4,0.011,0.011
26224,5,14,9,0,1,1,0.017,0.006
26228,18,34,16,1,5,4,0.022,0.028
26230,2,8,6,0,0,0,0.017,0.006
26234,16,31,15,1,4,3,0.022,0.028
26236,12,26,14,1,3,2,0.022,0.028
26237,11,24,13,1,3,2,0.022,0.028
26238,26,45,19,2,8,6,0.022,0.028
26241,12,25,13,1,3,2,0.017,0.006
26250,17,33,16,1,5,4,0.022,0.028
26253,8,19,11,0,2,2,0.017,0.006
26254,3,9,6,0,0,0,0.017,0.006
26257,7,18,11,0,2,2,0.017,0.006
26259,10,23,13,0,2,2,0.017,0.006
26260,1,4,3,0,0,0,0.011,0.006
26261,6,18,12,0,1,1,0.011,0.033
26263,1,3,2,0,0,0,0.011,0.006
26264,3,11,8,0,1,1,0.017,0.039
26266,9,23,14,0,2,2,0.011,0.011
26267,12,27,15,1,3,2,0.022,0.028
26268,1,6,5,0,0,0,0.017,0.006
26269,8,20,12,0,2,2,0.011,0.006
26270,1,6,5,0,0,0,0.017,0.006
26271,7,18,11,0,1,1,0.011,0.006
26273,5,14,9,0,1,1,0.017,0.006
26275,12,27,15,1,3,2,0.022,0.028
26276,11,24,13,1,3,2,0.011,0.006
26278,5,15,10,0,1,1,0.017,0.006
26280,7,18,11,0,1,1,0.017,0.006
26282,2,9,7,0,0,0,0.017,0.006
26283,13,27,14,1,3,2,0.017,0.006
26285,6,16,10,0,1,1,0.017,0.006
26287,12,25,13,1,3,2,0.011,0.006
26288,10,23,13,0,2,2,0.011,0.011
26291,1,4,3,0,0,0,0.017,0.039
26292,1,6,5,0,0,0,0.011,0.006
26293,6,17,11,0,1,1,0.017,0.006
26294,2,9,7,0,0,0,0.017,0.006
26296,0,2,2,0,0,0,0.017,0.006
26298,5,14,9,0,1,1,0.011,0.011
26301,35,56,21,4,13,9,0.028,0.044
26320,36,57,21,5,13,8,0.017,0.044
26321,42,63,21,6,16,10,0.039,0.056
26323,34,55,21,4,12,8,0.028,0.044
26325,39,61,22,5,15,10,0.083,0.117
26327,41,62,21,6,16,10,0.083,0.117
26330,33,54,21,4,12,8,0.028,0.044
26335,43,65,22,6,17,11,0.028,0.039
26337,42,63,21,7,17,10,0.083,0.117
26338,41,62,21,6,16,10,0.039,0.056
26339,37,57,20,5,13,8,0.022,0.061
26342,43,64,21,6,17,11,0.061,0.072
26343,26,45,19,2,8,6,0.039,0.056
26346,40,61,21,6,16,10,0.083,0.117
26347,30,50,20,3,10,7,0.028,0.017
26348,35,56,21,4,12,8,0.011,0.022
26349,28,48,20,3,9,6,0.022,0.028
26351,44,66,22,7,17,10,0.061,0.072
26354,29,49,20,3,10,7,0.028,0.017
26361,37,57,20,5,14,9,0.028,0.044
26362,41,62,21,6,16,10,0.083,0.117
26366,37,57,20,5,14,9,0.028,0.044
26369,35,56,21,4,13,9,0.028,0.044
26372,33,54,21,4,12,8,0.039,0.056
26374,22,40,18,2,6,4,0.017,0.006
26376,32,53,21,3,11,8,0.039,0.056
26377,37,58,21,5,13,8,0.011,0.022
26378,41,63,22,6,16,10,0.039,0.056
26384,43,65,22,6,17,11,0.061,0.072
26385,37,58,21,5,14,9,0.028,0.044
26386,36,57,21,4,13,9,0.028,0.044
26404,35,56,21,4,13,9,0.028,0.044
26405,21,39,18,2,6,4,0.022,0.028
26408,35,56,21,4,13,9,0.028,0.044
26410,20,38,18,2,6,4,0.017,0.006
26411,37,59,22,5,14,9,0.022,0.061
26412,42,64,22,6,16,10,0.039,0.056
26415,37,58,21,5,14,9,0.083,0.117
26416,23,42,19,2,7,5,0.022,0.028
26419,37,57,20,5,13,8,0.011,0.022
26421,40,61,21,6,16,10,0.083,0.117
26422,35,55,20,4,13,9,0.028,0.044
26424,32,52,20,3,11,8,0.028,0.017
26425,15,30,15,1,4,3,0.017,0.006
26426,35,56,21,4,13,9,0.028,0.044
26430,44,66,22,7,17,10,0.061,0.072
26431,35,56,21,4,13,9,0.028,0.044
26435,30,50,20,3,10,7,0.028,0.017
26436,35,56,21,4,13,9,0.022,0.061
26437,37,57,20,4,13,9,0.011,0.022
26438,35,56,21,4,13,9,0.028,0.044
26440,25,44,19,2,8,6,0.028,0.017
26443,42,64,22,6,16,10,0.061,0.072
26444,14,28,14,1,3,2,0.017,0.006
26447,37,58,21,5,14,9,0.039,0.056
26448,35,56,21,4,13,9,0.028,0.044
26451,38,59,21,5,14,9,0.028,0.044
26452,42,64,22,6,17,11,0.039,0.056
26456,35,56,21,4,13,9,0.022,0.061
26501,33,53,20,4,12,8,0.011,0.033
26505,33,53,20,4,12,8,0.011,0.033
26508,21,38,17,2,7,5,0.011,0.033
26519,11,25,14,1,3,2,0.017,0.006
26520,17,34,17,1,5,4,0.017,0.006
26521,30,49,19,3,10,7,0.011,0.033
26525,8,18,10,0,2,2,0.017,0.006
26534,34,54,20,4,12,8,0.011,0.033
26537,18,34,16,1,5,4,0.017,0.006
26541,32,51,19,4,11,7,0.011,0.033
26542,13,28,15,1,3,2,0.017,0.006
26543,37,57,20,5,14,9,0.011,0.033
26547,13,28,15,1,3,2,0.017,0.006
26554,35,55,20,4,12,8,0.028,0.022
26559,39,60,21,5,15,10,0.028,0.022
26560,37,58,21,5,14,9,0.028,0.022
26562,34,55,21,4,12,8,0.011,0.022
26563,37,58,21,5,13,8,0.028,0.022
26568,37,57,20,4,13,9,0.028,0.044
26570,32,52,20,3,11,8,0.011,0.033
26571,35,55,20,4,12,8,0.028,0.022
26572,37,58,21,5,13,8,0.028,0.022
26574,37,57,20,5,13,8,0.028,0.022
26575,33,53,20,4,11,7,0.011,0.022
26576,35,55,20,4,12,8,0.028,0.022
26581,34,54,20,4,12,8,0.011,0.022
26582,35,56,21,4,13,9,0.028,0.022
26585,34,55,21,4,12,8,0.028,0.022
26586,36,56,20,4,13,9,0.028,0.022
26587,34,55,21,4,12,8,0.028,0.022
26588,36,57,21,4,13,9,0.028,0.022
26590,32,51,19,3,11,8,0.011,0.033
26591,38,58,20,5,14,9,0.028,0.022
26601,40,61,21,5,15,10,0.028,0.039
26610,26,45,19,2,8,6,0.011,0.033
26611,44,66,22,6,17,11,0.061,0.072
26615,41,63,22,6,15,9,0.028,0.039
26617,28,48,20,2,9,7,0.022,0.039
26619,43,65,22,6,16,10,0.028,0.039
26621,40,62,22,5,15,10,0.028,0.039
26623,45,67,22,7,18,11,0.028,0.039
26624,46,68,22,7,18,11,0.028,0.039
26627,43,65,22,6,17,11,0.028,0.039
26629,28,48,20,2,9,7,0.028,0.039
26631,40,62,22,5,15,10,0.028,0.039
26636,44,66,22,6,17,11,0.061,0.072
26638,42,64,22,6,16,10,0.061,0.072
26651,19,37,18,1,5,4,0.011,0.033
26656,37,59,22,4,14,10,0.011,0.033
26660,16,32,16,1,4,3,0.011,0.033
26662,16,32,16,1,4,3,0.011,0.033
26676,9,22,13,0,2,2,0.011,0.033
26678,19,36,17,1,5,4,0.011,0.033
26679,15,31,16,1,4,3,0.011,0.033
26680,13,28,15,1,3,2,0.011,0.033
26681,12,27,15,0,3,3,0.011,0.033
26684,15,31,16,1,4,3,0.011,0.033
26690,32,53,21,3,11,8,0.011,0.033
26691,14,29,15,1,3,2,0.011,0.033
26704,31,50,19,4,10,6,0.017,0.106
26705,7,18,11,0,2,2,0.017,0.006
26707,2,7,5,0,0,0,0.056,0.150
26710,41,61,20,6,15,9,0.039,0.150
26711,37,56,19,5,13,8,0.017,0.106
26714,26,44,18,2,7,5,0.017,0.106
26716,5,14,9,0,1,1,0.017,0.006
26717,7,18,11,0,1,1,0.039,0.150
26719,46,66,20,8,18,10,0.039,0.150
26720,2,8,6,0,0,0,0.056,0.150
26722,46,66,20,9,19,10,0.017,0.106
26726,39,59,20,6,15,9,0.039,0.150
26731,30,49,19,3,9,6,0.056,0.150
26739,4,11,7,0,1,1,0.056,0.150
26743,31,50,19,4,10,6,0.039,0.150
26750,23,40,17,2,6,4,0.039,0.150
26753,54,74,20,12,25,13,0.039,0.150
26755,22,38,16,2,5,3,0.017,0.106
26757,30,48,18,3,9,6,0.017,0.106
26761,27,45,18,2,7,5,0.017,0.106
26763,42,62,20,7,16,9,0.017,0.106
26764,6,15,9,0,1,1,0.017,0.006
26767,56,76,20,13,26,13,0.039,0.150
26801,20,36,16,1,4,3,0.072,0.194
26802,19,35,16,1,5,4,0.006,0.039
26804,3,10,7,0,0,0,0.006,0.039
26807,16,30,14,1,4,3,0.006,0.039
26808,29,47,18,3,9,6,0.017,0.106
26810,12,24,12,0,2,2,0.072,0.194
26812,17,32,15,1,3,2,0.072,0.194
26814,7,17,10,0,1,1,0.006,0.039
26815,12,25,13,0,2,2,0.006,0.039
26817,36,55,19,5,12,7,0.017,0.106
26818,54,75,21,12,24,12,0.072,0.194
26823,25,42,17,3,8,5,0.017,0.106
26833,33,52,19,4,11,7,0.056,0.150
26836,36,55,19,6,13,7,0.072,0.194
26845,46,66,20,8,18,10,0.072,0.194
26847,45,65,20,8,18,10,0.056,0.150
26851,26,43,17,3,7,4,0.072,0.194
26852,37,57,20,5,12,7,0.017,0.106
26855,35,55,20,5,12,7,0.056,0.150
26865,33,51,18,4,10,6,0.017,0.106
26866,29,48,19,3,9,6,0.006,0.039
26884,13,26,13,1,3,2,0.006,0.039
27006,72,93,21,17,33,16,0.022,0.122
27007,57,79,22,9,21,12,0.006,0.050
27009,63,84,21,12,26,14,0.050,0.128
27011,60,82,22,10,23,13,0.017,0.083
27012,71,91,20,16,31,15,0.050,0.128
27013,72,92,20,17,33,16,0.050,0.250
27014,76,96,20,19,36,17,0.022,0.122
27016,54,75,21,9,20,11,0.022,0.128
27017,56,78,22,8,20,12,0.006,0.050
27018,63,85,22,12,26,14,0.017,0.083
27019,62,83,21,11,25,14,0.022,0.128
27020,62,83,21,11,24,13,0.017,0.083
27021,56,77,21,9,20,11,0.022,0.128
27022,56,77,21,9,22,13,0.022,0.128
27023,67,88,21,14,28,14,0.050,0.128
27024,47,69,22,5,15,10,0.006,0.050
27025,65,86,21,14,28,14,0.028,0.200
27027,68,89,21,16,31,15,0.028,0.200
27028,72,93,21,17,33,16,0.022,0.122
27030,53,75,22,7,18,11,0.006,0.050
27040,64,86,22,12,26,14,0.050,0.128
27041,54,76,22,8,19,11,0.006,0.050
27042,65,86,21,14,28,14,0.022,0.128
27043,57,78,21,9,21,12,0.022,0.128
27045,60,82,22,11,24,13,0.050,0.128
27046,58,79,21,10,23,13,0.022,0.128
27047,61,83,22,11,24,13,0.006,0.050
27048,68,88,20,16,31,15,0.028,0.200
27050,61,83,22,11,24,13,0.050,0.128
27051,60,82,22,11,24,13,0.050,0.128
27052,61,83,22,12,25,13,0.022,0.128
27053,52,73,21,8,19,11,0.022,0.128
27054,74,95,21,18,35,17,0.050,0.250
27055,65,87,22,13,28,15,0.017,0.083
27101,63,84,21,12,25,13,0.050,0.128
27103,67,88,21,13,28,15,0.050,0.128
27104,65,87,22,12,27,15,0.050,0.128
27105,60,81,21,10,23,13,0.050,0.128
27106,62,84,22,11,24,13,0.050,0.128
27107,66,88,22,13,28,15,0.050,0.128
27109,60,82,22,10,23,13,0.050,0.128
27110,63,85,22,12,25,13,0.050,0.128
27127,67,89,22,14,29,15,0.050,0.128
27201,74,94,20,19,36,17,0.028,0.300
27203,69,91,22,15,30,15,0.044,0.250
27205,71,92,21,16,31,15,0.044,0.250
27207,78,99,21,21,38,17,0.111,0.472
27208,79,99,20,21,38,17,0.111,0.472
27209,80,101,21,22,39,17,0.189,0.594
27212,82,101,19,27,47,20,0.089,0.572
27214,68,89,21,16,31,15,0.067,0.178
27215,75,95,20,20,37,17,0.028,0.300
27217,77,96,19,21,39,18,0.028,0.300
27229,81,101,20,22,40,18,0.189,0.594
27231,70,90,20,17,33,16,0.144,0.528
27233,68,89,21,15,30,15,0.044,0.250
27235,63,84,21,12,25,13,0.067,0.178
27239,76,97,21,19,35,16,0.050,0.239
27242,81,101,20,22,39,17,0.167,0.522
27243,73,93,20,19,36,17,0.144,0.528
27244,74,94,20,19,36,17,0.028,0.300
27248,71,92,21,17,32,15,0.044,0.250
27249,73,92,19,18,34,16,0.067,0.178
27252,83,103,20,24,42,18,0.111,0.472
27253,76,96,20,21,38,17,0.028,0.300
27258,76,95,19,21,38,17,0.028,0.300
27260,71,92,21,16,32,16,0.067,0.178
27262,71,92,21,16,31,15,0.067,0.178
27263,70,91,21,15,30,15,0.044,0.250
27265,70,91,21,15,31,16,0.067,0.178
27278,74,94,20,20,37,17,0.144,0.528
27281,83,104,21,24,42,18,0.167,0.522
27282,69,90,21,15,30,15,0.067,0.178
27283,70,90,20,16,31,15,0.067,0.178
27284,63,84,21,12,25,13,0.050,0.128
27288,71,91,20,18,34,16,0.028,0.200
27291,77,96,19,23,41,18,0.089,0.572
27292,74,95,21,18,34,16,0.050,0.239
27295,73,94,21,17,34,17,0.050,0.239
27298,69,90,21,16,31,15,0.044,0.250
27299,76,96,20,19,36,17,0.050,0.239
27301,71,91,20,17,33,16,0.067,0.178
27302,73,93,20,19,36,17,0.028,0.300
27305,76,96,20,22,40,18,0.089,0.572
27306,91,110,19,29,48,19,0.189,0.594
27310,62,83,21,12,25,13,0.067,0.178
27311,74,94,20,20,38,18,0.089,0.572
27312,77,97,20,20,37,17,0.111,0.472
27313,67,88,21,15,29,14,0.067,0.178
27314,73,93,20,20,36,16,0.089,0.572
27315,78,97,19,23,41,18,0.089,0.572
27316,73,94,21,17,33,16,0.044,0.250
27317,69,91,22,15,30,15,0.044,0.250
27320,66,87,21,15,30,15,0.028,0.200
27325,82,102,20,23,40,17,0.167,0.522
27326,72,92,20,18,35,17,0.028,0.200
27330,82,102,20,23,41,18,0.094,0.472
27332,83,103,20,24,42,18,0.094,0.472
27340,76,96,20,20,37,17,0.028,0.300
27341,79,100,21,21,38,17,0.044,0.250
27343,75,94,19,21,38,17,0.044,0.328
27344,70,91,21,16,31,15,0.111,0.472
27349,72,92,20,17,33,16,0.028,0.300
27350,69,91,22,15,30,15,0.044,0.250
27355,68,89,21,15,30,15,0.044,0.250
27356,81,101,20,22,40,18,0.189,0.594
27357,63,84,21,12,26,14,0.028,0.200
27358,65,86,21,14,28,14,0.067,0.178
27360,70,92,22,16,31,15,0.050,0.239
27370,71,92,21,16,32,16,0.044,0.250
27371,86,105,19,25,44,19,0.189,0.594
27376,83,103,20,23,40,17,0.167,0.522
27377,73,93,20,18,34,16,0.067,0.178
27379,80,99,19,26,45,19,0.089,0.572
27401,67,88,21,15,30,15,0.067,0.178
27403,66,87,21,14,28,14,0.067,0.178
27405,68,88,20,15,30,15,0.067,0.178
27406,67,88,21,15,29,14,0.067,0.178
27407,67,88,21,14,29,15,0.067,0.178
27408,66,87,21,14,28,14,0.067,0.178
27409,64,85,21,13,27,14,0.067,0.178
27410,64,85,21,13,26,13,0.067,0.178
27455,66,87,21,14,29,15,0.067,0.178
27501,82,102,20,22,40,18,0.194,0.611
27502,74,95,21,18,35,17,0.100,0.444
27503,75,95,20,20,37,17,0.133,0.528
27504,83,103,20,23,41,18,0.117,0.483
27505,83,103,20,23,41,18,0.194,0.611
27507,73,93,20,20,36,16,0.072,0.367
27508,81,100,19,24,42,18,0.150,0.489
27509,79,98,19,22,40,18,0.072,0.367
27510,79,98,19,23,41,18,0.144,0.528
27511,73,94,21,18,34,16,0.100,0.444
27513,72,93,21,18,34,16,0.100,0.444
27514,82,101,19,25,44,19,0.144,0.528
27516,78,97,19,22,40,18,0.144,0.528
27517,81,100,19,24,41,17,0.111,0.472
27518,74,94,20,18,34,16,0.100,0.444
27519,75,95,20,19,35,16,0.100,0.444
27520,80,100,20,21,39,18,0.117,0.483
27521,82,102,20,22,41,19,0.194,0.611
27522,78,97,19,21,39,18,0.072,0.367
27523,75,95,20,19,35,16,0.100,0.444
27524,86,105,19,24,44,20,0.117,0.483
27525,77,97,20,21,38,17,0.150,0.489
27526,79,99,20,20,38,18,0.100,0.444
27527,81,101,20,22,40,18,0.117,0.483
27529,80,100,20,22,39,17,0.100,0.444
27530,90,109,19,29,49,20,0.200,0.533
27531,90,109,19,29,49,20,0.200,0.533
27534,90,109,19,29,49,20,0.200,0.533
27536,73,92,19,19,35,16,0.072,0.317
27537,74,94,20,20,36,16,0.072,0.317
27539,75,96,21,19,36,17,0.100,0.444
27540,75,96,21,19,35,16,0.100,0.444
27541,70,90,20,17,33,16,0.044,0.328
27542,86,105,19,26,45,19,0.117,0.483
